# Automatically generated
# duptype id depth size device inode priority name
DUPTYPE_WITHIN_SAME_TREE -5340 4 545 61 34746 5 /openedx/staticfiles/studio/proctoring/js/models/proctored_exam_allowance_model.js
DUPTYPE_WITHIN_SAME_TREE -5340 6 545 61 44795 5 /openedx/staticfiles/edx-proctoring/edx_proctoring/static/proctoring/js/models/proctored_exam_allowance_model.a16519c15470.js
DUPTYPE_WITHIN_SAME_TREE -5340 3 545 61 28711 5 /openedx/staticfiles/proctoring/js/models/proctored_exam_allowance_model.js
DUPTYPE_FIRST_OCCURRENCE 489 1 546 61 49472 5 /openedx/staticfiles/flags/bq.5dd38fec3fd2.gif
DUPTYPE_WITHIN_SAME_TREE -489 1 546 61 27962 5 /openedx/staticfiles/flags/bq.gif
DUPTYPE_FIRST_OCCURRENCE 9687 5 546 61 45555 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/core/camelCase.21956ecf2451.js
DUPTYPE_WITHIN_SAME_TREE -9687 5 546 61 23843 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/core/camelCase.js
DUPTYPE_FIRST_OCCURRENCE 7352 4 546 61 46334 5 /openedx/staticfiles/css/vendor/slickgrid/images/user_identity_plus.19955471c528.gif
DUPTYPE_WITHIN_SAME_TREE -7352 4 546 61 19744 5 /openedx/staticfiles/css/vendor/slickgrid/images/user_identity_plus.gif
DUPTYPE_WITHIN_SAME_TREE -7352 5 546 61 32319 5 /openedx/staticfiles/studio/css/vendor/slickgrid/images/user_identity_plus.gif
DUPTYPE_WITHIN_SAME_TREE -7352 5 546 61 50793 5 /openedx/staticfiles/studio/css/vendor/slickgrid/images/user_identity_plus.19955471c528.gif
DUPTYPE_FIRST_OCCURRENCE 593 1 546 61 49292 5 /openedx/staticfiles/flags/gg.458e67ce6647.gif
DUPTYPE_WITHIN_SAME_TREE -593 1 546 61 27784 5 /openedx/staticfiles/flags/gg.gif
DUPTYPE_FIRST_OCCURRENCE 9319 4 547 61 46981 5 /openedx/staticfiles/xblock/resources/poll/translations/config.c937f364a08e.yaml
DUPTYPE_WITHIN_SAME_TREE -9319 4 547 61 29472 5 /openedx/staticfiles/xblock/resources/poll/translations/config.yaml
DUPTYPE_WITHIN_SAME_TREE -9319 5 547 61 35006 5 /openedx/staticfiles/studio/xblock/resources/poll/translations/config.yaml
DUPTYPE_WITHIN_SAME_TREE -9319 5 547 61 51191 5 /openedx/staticfiles/studio/xblock/resources/poll/translations/config.c937f364a08e.yaml
DUPTYPE_FIRST_OCCURRENCE 12130 5 547 61 46190 5 /openedx/staticfiles/xblock/resources/lti_consumer/templates/html/lti_1p3_oidc.2275fa99981d.html
DUPTYPE_WITHIN_SAME_TREE -12130 6 547 61 50620 5 /openedx/staticfiles/studio/xblock/resources/lti_consumer/templates/html/lti_1p3_oidc.2275fa99981d.html
DUPTYPE_WITHIN_SAME_TREE -12130 6 547 61 34841 5 /openedx/staticfiles/studio/xblock/resources/lti_consumer/templates/html/lti_1p3_oidc.html
DUPTYPE_WITHIN_SAME_TREE -12130 5 547 61 29695 5 /openedx/staticfiles/xblock/resources/lti_consumer/templates/html/lti_1p3_oidc.html
DUPTYPE_FIRST_OCCURRENCE 7914 4 549 61 46803 5 /openedx/staticfiles/studio-frontend/src/components/AssetsList/displayMessages.48db0a1f0935.jsx
DUPTYPE_WITHIN_SAME_TREE -7914 4 549 61 25382 5 /openedx/staticfiles/studio-frontend/src/components/AssetsList/displayMessages.jsx
DUPTYPE_FIRST_OCCURRENCE 6928 4 549 61 46496 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/GB-EUC-H.1982d7870002.bcmap
DUPTYPE_WITHIN_SAME_TREE -6928 4 549 61 20132 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/GB-EUC-H.bcmap
DUPTYPE_WITHIN_SAME_TREE -6928 5 549 61 32503 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/GB-EUC-H.bcmap
DUPTYPE_WITHIN_SAME_TREE -6928 5 549 61 50955 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/GB-EUC-H.1982d7870002.bcmap
DUPTYPE_FIRST_OCCURRENCE 14531 6 549 61 45220 5 /openedx/staticfiles/xblock/resources/recommender/translations/ru/LC_MESSAGES/text.b4fcb5b2d4a3.mo
DUPTYPE_WITHIN_SAME_TREE -14531 7 549 61 34783 5 /openedx/staticfiles/studio/xblock/resources/recommender/translations/ru/LC_MESSAGES/text.mo
DUPTYPE_WITHIN_SAME_TREE -14531 6 549 61 30028 5 /openedx/staticfiles/xblock/resources/recommender/translations/ru/LC_MESSAGES/text.mo
DUPTYPE_WITHIN_SAME_TREE -14531 7 549 61 49937 5 /openedx/staticfiles/studio/xblock/resources/recommender/translations/ru/LC_MESSAGES/text.b4fcb5b2d4a3.mo
DUPTYPE_FIRST_OCCURRENCE 8016 4 549 61 46768 5 /openedx/staticfiles/studio-frontend/src/components/CourseOutlineStatusValue/index.66dfeeea4be8.jsx
DUPTYPE_WITHIN_SAME_TREE -8016 4 549 61 25301 5 /openedx/staticfiles/studio-frontend/src/components/CourseOutlineStatusValue/index.jsx
DUPTYPE_FIRST_OCCURRENCE 1663 2 551 61 48128 5 /openedx/staticfiles/css/vendor/jquery.autocomplete.09a0b34739a2.css
DUPTYPE_WITHIN_SAME_TREE -1663 2 551 61 48129 5 /openedx/staticfiles/css/vendor/jquery.autocomplete.896181d3ec33.css
DUPTYPE_FIRST_OCCURRENCE 1127 1 551 61 49053 5 /openedx/staticfiles/js/footer-edx.dca113193668.js
DUPTYPE_WITHIN_SAME_TREE -1127 1 551 61 20596 5 /openedx/staticfiles/js/footer-edx.js
DUPTYPE_FIRST_OCCURRENCE 863 1 551 61 49326 5 /openedx/staticfiles/flags/sx.632b3578570e.gif
DUPTYPE_WITHIN_SAME_TREE -863 1 551 61 27818 5 /openedx/staticfiles/flags/sx.gif
DUPTYPE_FIRST_OCCURRENCE 3071 2 552 61 52442 5 /openedx/staticfiles/studio/templates/active-video-upload.149c8e7bf727.underscore
DUPTYPE_WITHIN_SAME_TREE -3071 2 552 61 33544 5 /openedx/staticfiles/studio/templates/active-video-upload.underscore
DUPTYPE_FIRST_OCCURRENCE 3681 2 552 61 48343 5 /openedx/staticfiles/templates/static_templates/faq.56631bb39a38.html
DUPTYPE_WITHIN_SAME_TREE -3681 2 552 61 22067 5 /openedx/staticfiles/templates/static_templates/faq.html
DUPTYPE_FIRST_OCCURRENCE 981 1 552 61 49171 5 /openedx/staticfiles/images/graded.c054e78c778b.png
DUPTYPE_WITHIN_SAME_TREE -981 1 552 61 22858 5 /openedx/staticfiles/images/graded.png
DUPTYPE_FIRST_OCCURRENCE 3081 2 552 61 52450 5 /openedx/staticfiles/studio/templates/add-xblock-component-support-level.12c539eb8d7c.underscore
DUPTYPE_WITHIN_SAME_TREE -3081 2 552 61 33552 5 /openedx/staticfiles/studio/templates/add-xblock-component-support-level.underscore
DUPTYPE_FIRST_OCCURRENCE 6964 4 553 61 46500 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/H.627aeed8bfcc.bcmap
DUPTYPE_WITHIN_SAME_TREE -6964 5 553 61 32507 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/H.bcmap
DUPTYPE_WITHIN_SAME_TREE -6964 5 553 61 50959 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/H.627aeed8bfcc.bcmap
DUPTYPE_WITHIN_SAME_TREE -6964 4 553 61 20136 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/H.bcmap
DUPTYPE_FIRST_OCCURRENCE 3687 2 554 61 48344 5 /openedx/staticfiles/templates/static_templates/jobs.a524eca1383b.html
DUPTYPE_WITHIN_SAME_TREE -3687 2 554 61 22068 5 /openedx/staticfiles/templates/static_templates/jobs.html
DUPTYPE_FIRST_OCCURRENCE 3673 2 554 61 48330 5 /openedx/staticfiles/templates/static_templates/blog.2e90f4bb79c5.html
DUPTYPE_WITHIN_SAME_TREE -3673 2 554 61 22054 5 /openedx/staticfiles/templates/static_templates/blog.html
DUPTYPE_FIRST_OCCURRENCE 857 1 554 61 49487 5 /openedx/staticfiles/flags/ss.eaef7adaa1ff.gif
DUPTYPE_WITHIN_SAME_TREE -857 1 554 61 27977 5 /openedx/staticfiles/flags/ss.gif
DUPTYPE_FIRST_OCCURRENCE 3683 2 554 61 48337 5 /openedx/staticfiles/templates/static_templates/help.ad4be5d8d5a0.html
DUPTYPE_WITHIN_SAME_TREE -3683 2 554 61 22061 5 /openedx/staticfiles/templates/static_templates/help.html
DUPTYPE_FIRST_OCCURRENCE 9911 5 555 61 46109 5 /openedx/staticfiles/js/bower/jquery/src/css/swap.aef668d22cdb.js
DUPTYPE_WITHIN_SAME_TREE -9911 10 555 61 43819 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/css/swap.aef668d22cdb.js
DUPTYPE_WITHIN_SAME_TREE -9911 9 555 61 30358 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/css/swap.js
DUPTYPE_WITHIN_SAME_TREE -9911 5 555 61 28296 5 /openedx/staticfiles/js/bower/jquery/src/css/swap.js
DUPTYPE_WITHIN_SAME_TREE -9911 10 555 61 35298 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/css/swap.js
DUPTYPE_WITHIN_SAME_TREE -9911 6 555 61 34525 5 /openedx/staticfiles/studio/js/bower/jquery/src/css/swap.js
DUPTYPE_WITHIN_SAME_TREE -9911 6 555 61 50568 5 /openedx/staticfiles/studio/js/bower/jquery/src/css/swap.aef668d22cdb.js
DUPTYPE_WITHIN_SAME_TREE -9911 9 555 61 44132 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/css/swap.aef668d22cdb.js
DUPTYPE_FIRST_OCCURRENCE 12072 5 555 61 46229 5 /openedx/staticfiles/xblock/resources/done/static/html/done.14d71b1af073.html
DUPTYPE_WITHIN_SAME_TREE -12072 6 555 61 35607 5 /openedx/staticfiles/studio/xblock/resources/done/static/html/done.html
DUPTYPE_WITHIN_SAME_TREE -12072 5 555 61 30140 5 /openedx/staticfiles/xblock/resources/done/static/html/done.html
DUPTYPE_WITHIN_SAME_TREE -12072 6 555 61 50705 5 /openedx/staticfiles/studio/xblock/resources/done/static/html/done.14d71b1af073.html
DUPTYPE_FIRST_OCCURRENCE 3671 2 556 61 48338 5 /openedx/staticfiles/templates/static_templates/about.d09950f22e09.html
DUPTYPE_WITHIN_SAME_TREE -3671 2 556 61 22062 5 /openedx/staticfiles/templates/static_templates/about.html
DUPTYPE_FIRST_OCCURRENCE 6960 4 557 61 20147 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/GBpc-EUC-H.bcmap
DUPTYPE_WITHIN_SAME_TREE -6960 4 557 61 46511 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/GBpc-EUC-H.f5693d775aec.bcmap
DUPTYPE_WITHIN_SAME_TREE -6960 5 557 61 50970 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/GBpc-EUC-H.f5693d775aec.bcmap
DUPTYPE_WITHIN_SAME_TREE -6960 5 557 61 32518 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/GBpc-EUC-H.bcmap
DUPTYPE_FIRST_OCCURRENCE 11520 5 557 61 45458 5 /openedx/staticfiles/templates/instructor/edx_ace/removebetatester/email/body.10721ba64f7c.txt
DUPTYPE_WITHIN_SAME_TREE -11520 5 557 61 22396 5 /openedx/staticfiles/templates/instructor/edx_ace/removebetatester/email/body.txt
DUPTYPE_FIRST_OCCURRENCE 7290 4 557 61 46350 5 /openedx/staticfiles/css/vendor/slickgrid/images/arrow_redo.23a98be2bc8a.png
DUPTYPE_WITHIN_SAME_TREE -7290 4 557 61 19760 5 /openedx/staticfiles/css/vendor/slickgrid/images/arrow_redo.png
DUPTYPE_WITHIN_SAME_TREE -7290 5 557 61 50809 5 /openedx/staticfiles/studio/css/vendor/slickgrid/images/arrow_redo.23a98be2bc8a.png
DUPTYPE_WITHIN_SAME_TREE -7290 5 557 61 32335 5 /openedx/staticfiles/studio/css/vendor/slickgrid/images/arrow_redo.png
DUPTYPE_FIRST_OCCURRENCE 7970 4 557 61 46780 5 /openedx/staticfiles/studio-frontend/src/components/BackendStatusBanner/statusMap.ba519f4a050a.json
DUPTYPE_WITHIN_SAME_TREE -7970 4 557 61 25328 5 /openedx/staticfiles/studio-frontend/src/components/BackendStatusBanner/statusMap.json
DUPTYPE_FIRST_OCCURRENCE 3677 2 558 61 48332 5 /openedx/staticfiles/templates/static_templates/donate.da144972e077.html
DUPTYPE_WITHIN_SAME_TREE -3677 2 558 61 22056 5 /openedx/staticfiles/templates/static_templates/donate.html
DUPTYPE_FIRST_OCCURRENCE 999 1 559 61 49199 5 /openedx/staticfiles/images/icon-sm-xseries-black.e2b1ad2ef9eb.png
DUPTYPE_WITHIN_SAME_TREE -999 1 559 61 22886 5 /openedx/staticfiles/images/icon-sm-xseries-black.png
DUPTYPE_FIRST_OCCURRENCE 9697 5 559 61 45554 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/core/parseXML.1dc77355e5b4.js
DUPTYPE_WITHIN_SAME_TREE -9697 5 559 61 23842 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/core/parseXML.js
DUPTYPE_FIRST_OCCURRENCE 7236 4 559 61 46603 5 /openedx/staticfiles/css/vendor/pdfjs/images/toolbarButton-presentationMode@2x.2d820db62cd1.png
DUPTYPE_WITHIN_SAME_TREE -7236 5 559 61 32611 5 /openedx/staticfiles/studio/css/vendor/pdfjs/images/toolbarButton-presentationMode@2x.png
DUPTYPE_WITHIN_SAME_TREE -7236 5 559 61 51062 5 /openedx/staticfiles/studio/css/vendor/pdfjs/images/toolbarButton-presentationMode@2x.2d820db62cd1.png
DUPTYPE_WITHIN_SAME_TREE -7236 4 559 61 20318 5 /openedx/staticfiles/css/vendor/pdfjs/images/toolbarButton-presentationMode@2x.png
DUPTYPE_FIRST_OCCURRENCE 1484 2 560 61 48723 5 /openedx/staticfiles/admin/img/inline-delete.fec1b761f254.svg
DUPTYPE_WITHIN_SAME_TREE -1484 3 560 61 52124 5 /openedx/staticfiles/studio/admin/img/inline-delete.fec1b761f254.svg
DUPTYPE_WITHIN_SAME_TREE -1484 3 560 61 33917 5 /openedx/staticfiles/studio/admin/img/inline-delete.svg
DUPTYPE_WITHIN_SAME_TREE -1484 2 560 61 26707 5 /openedx/staticfiles/admin/img/inline-delete.svg
DUPTYPE_FIRST_OCCURRENCE 3675 2 560 61 48333 5 /openedx/staticfiles/templates/static_templates/contact.c95c680f7f9c.html
DUPTYPE_WITHIN_SAME_TREE -3675 2 560 61 22057 5 /openedx/staticfiles/templates/static_templates/contact.html
DUPTYPE_FIRST_OCCURRENCE 1474 2 560 61 48736 5 /openedx/staticfiles/admin/img/icon-no.439e821418cd.svg
DUPTYPE_WITHIN_SAME_TREE -1474 3 560 61 33930 5 /openedx/staticfiles/studio/admin/img/icon-no.svg
DUPTYPE_WITHIN_SAME_TREE -1474 3 560 61 52137 5 /openedx/staticfiles/studio/admin/img/icon-no.439e821418cd.svg
DUPTYPE_WITHIN_SAME_TREE -1474 2 560 61 26720 5 /openedx/staticfiles/admin/img/icon-no.svg
DUPTYPE_FIRST_OCCURRENCE 1283 1 561 61 49100 5 /openedx/staticfiles/templates/bookmark_button.e09241190c12.html
DUPTYPE_WITHIN_SAME_TREE -1283 1 561 61 21801 5 /openedx/staticfiles/templates/bookmark_button.html
DUPTYPE_FIRST_OCCURRENCE 9935 5 561 61 46121 5 /openedx/staticfiles/js/bower/jquery/src/queue/delay.6e52fac4cd26.js
DUPTYPE_WITHIN_SAME_TREE -9935 10 561 61 43831 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/queue/delay.6e52fac4cd26.js
DUPTYPE_WITHIN_SAME_TREE -9935 6 561 61 50580 5 /openedx/staticfiles/studio/js/bower/jquery/src/queue/delay.6e52fac4cd26.js
DUPTYPE_WITHIN_SAME_TREE -9935 9 561 61 44144 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/queue/delay.6e52fac4cd26.js
DUPTYPE_WITHIN_SAME_TREE -9935 5 561 61 28334 5 /openedx/staticfiles/js/bower/jquery/src/queue/delay.js
DUPTYPE_WITHIN_SAME_TREE -9935 10 561 61 35321 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/queue/delay.js
DUPTYPE_WITHIN_SAME_TREE -9935 9 561 61 30381 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/queue/delay.js
DUPTYPE_WITHIN_SAME_TREE -9935 6 561 61 34548 5 /openedx/staticfiles/studio/js/bower/jquery/src/queue/delay.js
DUPTYPE_FIRST_OCCURRENCE 3689 2 563 61 48342 5 /openedx/staticfiles/templates/static_templates/media-kit.c5651fbc6102.html
DUPTYPE_WITHIN_SAME_TREE -3689 2 563 61 22066 5 /openedx/staticfiles/templates/static_templates/media-kit.html
DUPTYPE_FIRST_OCCURRENCE 1885 2 563 61 47990 5 /openedx/staticfiles/images/fontawesome/volume-off.2fbc9cf41996.svg
DUPTYPE_WITHIN_SAME_TREE -1885 3 563 61 31371 5 /openedx/staticfiles/studio/images/fontawesome/volume-off.svg
DUPTYPE_WITHIN_SAME_TREE -1885 2 563 61 17829 5 /openedx/staticfiles/images/fontawesome/volume-off.svg
DUPTYPE_WITHIN_SAME_TREE -1885 3 563 61 51808 5 /openedx/staticfiles/studio/images/fontawesome/volume-off.2fbc9cf41996.svg
DUPTYPE_FIRST_OCCURRENCE 11428 5 564 61 45438 5 /openedx/staticfiles/support/jsx/entitlements/components/Main/MainContainer.f64efb473f14.jsx
DUPTYPE_WITHIN_SAME_TREE -11428 5 564 61 21639 5 /openedx/staticfiles/support/jsx/entitlements/components/Main/MainContainer.jsx
DUPTYPE_FIRST_OCCURRENCE 7894 4 565 61 46853 5 /openedx/staticfiles/studio-frontend/src/components/AssetsFilters/container.a1762d2257e4.jsx
DUPTYPE_WITHIN_SAME_TREE -7894 4 565 61 25490 5 /openedx/staticfiles/studio-frontend/src/components/AssetsFilters/container.jsx
DUPTYPE_FIRST_OCCURRENCE 3685 2 566 61 48329 5 /openedx/staticfiles/templates/static_templates/honor.ebb9013ee0ad.html
DUPTYPE_WITHIN_SAME_TREE -3685 2 566 61 22053 5 /openedx/staticfiles/templates/static_templates/honor.html
DUPTYPE_FIRST_OCCURRENCE 3555 2 567 61 48297 5 /openedx/staticfiles/templates/fields/field_readonly.4ee40e11b9e1.underscore
DUPTYPE_WITHIN_SAME_TREE -3555 2 567 61 21980 5 /openedx/staticfiles/templates/fields/field_readonly.underscore
DUPTYPE_FIRST_OCCURRENCE 2173 2 568 61 48151 5 /openedx/staticfiles/js/student_account/AccountsClient.e762b0d46696.js
DUPTYPE_WITHIN_SAME_TREE -2173 2 568 61 21119 5 /openedx/staticfiles/js/student_account/AccountsClient.js
DUPTYPE_FIRST_OCCURRENCE 14698 7 569 61 44477 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/classes/ui/MenuBar.0f2590d03779.js
DUPTYPE_WITHIN_SAME_TREE -14698 7 569 61 18316 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/classes/ui/MenuBar.js
DUPTYPE_WITHIN_SAME_TREE -14698 8 569 61 49599 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/classes/ui/MenuBar.0f2590d03779.js
DUPTYPE_WITHIN_SAME_TREE -14698 8 569 61 31601 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/classes/ui/MenuBar.js
DUPTYPE_FIRST_OCCURRENCE 1524 2 569 61 48701 5 /openedx/staticfiles/admin/js/popup_response.6ce3197f8fc8.js
DUPTYPE_WITHIN_SAME_TREE -1524 3 569 61 52102 5 /openedx/staticfiles/studio/admin/js/popup_response.6ce3197f8fc8.js
DUPTYPE_WITHIN_SAME_TREE -1524 3 569 61 33828 5 /openedx/staticfiles/studio/admin/js/popup_response.js
DUPTYPE_WITHIN_SAME_TREE -1524 2 569 61 26519 5 /openedx/staticfiles/admin/js/popup_response.js
DUPTYPE_FIRST_OCCURRENCE 3639 2 570 61 48391 5 /openedx/staticfiles/templates/learner_dashboard/upgrade_message.8bff9a993804.underscore
DUPTYPE_WITHIN_SAME_TREE -3639 2 570 61 22184 5 /openedx/staticfiles/templates/learner_dashboard/upgrade_message.underscore
DUPTYPE_FIRST_OCCURRENCE 1013 1 570 61 49188 5 /openedx/staticfiles/images/logo.b6c374d66d57.png
DUPTYPE_WITHIN_SAME_TREE -1013 2 570 61 33784 5 /openedx/staticfiles/studio/images/studio-logo.png
DUPTYPE_WITHIN_SAME_TREE -1013 1 570 61 22875 5 /openedx/staticfiles/images/logo.png
DUPTYPE_WITHIN_SAME_TREE -1013 2 570 61 52540 5 /openedx/staticfiles/studio/images/studio-logo.b6c374d66d57.png
DUPTYPE_WITHIN_SAME_TREE -1013 4 570 61 24383 5 /openedx/staticfiles/edx-bootstrap/samples/open-edx/images/logo.png
DUPTYPE_WITHIN_SAME_TREE -1013 4 570 61 46716 5 /openedx/staticfiles/edx-bootstrap/samples/open-edx/images/logo.b6c374d66d57.png
DUPTYPE_FIRST_OCCURRENCE 12597 6 570 61 44926 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/utils/utils.test.68dacefb9da7.jsx
DUPTYPE_WITHIN_SAME_TREE -12597 6 570 61 45048 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/src/utils/utils.test.68dacefb9da7.jsx
DUPTYPE_WITHIN_SAME_TREE -12597 6 570 61 25836 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/src/utils/utils.test.jsx
DUPTYPE_WITHIN_SAME_TREE -12597 6 570 61 24730 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/utils/utils.test.jsx
DUPTYPE_FIRST_OCCURRENCE 7459 4 570 61 46680 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/bootstrap-grid.a7c672f5b566.scss
DUPTYPE_WITHIN_SAME_TREE -7459 4 570 61 24074 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/bootstrap-grid.scss
DUPTYPE_FIRST_OCCURRENCE 3691 2 571 61 48336 5 /openedx/staticfiles/templates/static_templates/news.2550e14da6cc.html
DUPTYPE_WITHIN_SAME_TREE -3691 2 571 61 22065 5 /openedx/staticfiles/templates/static_templates/press.html
DUPTYPE_WITHIN_SAME_TREE -3691 2 571 61 22060 5 /openedx/staticfiles/templates/static_templates/news.html
DUPTYPE_WITHIN_SAME_TREE -3691 2 571 61 48341 5 /openedx/staticfiles/templates/static_templates/press.2550e14da6cc.html
DUPTYPE_FIRST_OCCURRENCE 3599 2 573 61 48401 5 /openedx/staticfiles/templates/learner_dashboard/certificate_list.56fbc47ace5d.underscore
DUPTYPE_WITHIN_SAME_TREE -3599 2 573 61 22194 5 /openedx/staticfiles/templates/learner_dashboard/certificate_list.underscore
DUPTYPE_FIRST_OCCURRENCE 12244 6 573 61 44731 5 /openedx/staticfiles/common/js/components/BlockBrowser/components/BlockBrowser/BlockBrowserContainer.d35d87935eba.jsx
DUPTYPE_WITHIN_SAME_TREE -12244 7 573 61 31281 5 /openedx/staticfiles/studio/common/js/components/BlockBrowser/components/BlockBrowser/BlockBrowserContainer.jsx
DUPTYPE_WITHIN_SAME_TREE -12244 6 573 61 17640 5 /openedx/staticfiles/common/js/components/BlockBrowser/components/BlockBrowser/BlockBrowserContainer.jsx
DUPTYPE_WITHIN_SAME_TREE -12244 7 573 61 49847 5 /openedx/staticfiles/studio/common/js/components/BlockBrowser/components/BlockBrowser/BlockBrowserContainer.d35d87935eba.jsx
DUPTYPE_FIRST_OCCURRENCE 3753 2 574 61 48323 5 /openedx/staticfiles/templates/support/index.c2949c4a6d5a.html
DUPTYPE_WITHIN_SAME_TREE -3753 2 574 61 22027 5 /openedx/staticfiles/templates/support/index.html
DUPTYPE_FIRST_OCCURRENCE 7629 4 574 61 46915 5 /openedx/staticfiles/js/bower/jquery/src/jquery.78a52bd5eaab.js
DUPTYPE_WITHIN_SAME_TREE -7629 4 574 61 28180 5 /openedx/staticfiles/js/bower/jquery/src/jquery.js
DUPTYPE_WITHIN_SAME_TREE -7629 5 574 61 51124 5 /openedx/staticfiles/studio/js/bower/jquery/src/jquery.78a52bd5eaab.js
DUPTYPE_WITHIN_SAME_TREE -7629 9 574 61 43905 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/jquery.78a52bd5eaab.js
DUPTYPE_WITHIN_SAME_TREE -7629 5 574 61 34455 5 /openedx/staticfiles/studio/js/bower/jquery/src/jquery.js
DUPTYPE_WITHIN_SAME_TREE -7629 9 574 61 35228 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/jquery.js
DUPTYPE_WITHIN_SAME_TREE -7629 8 574 61 30288 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/jquery.js
DUPTYPE_WITHIN_SAME_TREE -7629 8 574 61 44364 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/jquery.78a52bd5eaab.js
DUPTYPE_FIRST_OCCURRENCE 1305 1 575 61 49135 5 /openedx/staticfiles/templates/enroll_students.f1f255ff2097.html
DUPTYPE_WITHIN_SAME_TREE -1305 1 575 61 21836 5 /openedx/staticfiles/templates/enroll_students.html
DUPTYPE_FIRST_OCCURRENCE 4448 3 575 61 47233 5 /openedx/staticfiles/js/capa/jsinput/jsinput_example.f0bf175834e5.html
DUPTYPE_WITHIN_SAME_TREE -4448 4 575 61 32187 5 /openedx/staticfiles/studio/js/capa/jsinput/jsinput_example.html
DUPTYPE_WITHIN_SAME_TREE -4448 4 575 61 51442 5 /openedx/staticfiles/studio/js/capa/jsinput/jsinput_example.f0bf175834e5.html
DUPTYPE_WITHIN_SAME_TREE -4448 3 575 61 19453 5 /openedx/staticfiles/js/capa/jsinput/jsinput_example.html
DUPTYPE_FIRST_OCCURRENCE 3695 2 575 61 48328 5 /openedx/staticfiles/templates/static_templates/privacy.b1983493ec33.html
DUPTYPE_WITHIN_SAME_TREE -3695 2 575 61 22052 5 /openedx/staticfiles/templates/static_templates/privacy.html
DUPTYPE_FIRST_OCCURRENCE 4535 3 575 61 47509 5 /openedx/staticfiles/js/certificates/collections/certificate_invalidation_collection.20f1076bc4e6.js
DUPTYPE_WITHIN_SAME_TREE -4535 3 575 61 21327 5 /openedx/staticfiles/js/certificates/collections/certificate_invalidation_collection.js
DUPTYPE_FIRST_OCCURRENCE 4867 3 577 61 47504 5 /openedx/staticfiles/js/learner_dashboard/views/expired_notification_view.0cfcfe075bc9.js
DUPTYPE_WITHIN_SAME_TREE -4867 3 577 61 21290 5 /openedx/staticfiles/js/learner_dashboard/views/expired_notification_view.js
DUPTYPE_FIRST_OCCURRENCE 2309 2 577 61 48175 5 /openedx/staticfiles/js/views/base_dashboard_view.cc9b2e038199.js
DUPTYPE_WITHIN_SAME_TREE -2309 2 577 61 21310 5 /openedx/staticfiles/js/views/base_dashboard_view.js
DUPTYPE_FIRST_OCCURRENCE 3705 2 578 61 48340 5 /openedx/staticfiles/templates/static_templates/tos.9694ec43367f.html
DUPTYPE_WITHIN_SAME_TREE -3705 2 578 61 22064 5 /openedx/staticfiles/templates/static_templates/tos.html
